[2026-08-11T11:19:05.486Z] COMPANY: "Aegis Logistics Ltd" | QUERIES: ["Aegis Logistics Ltd" official website] | CANDIDATES: [https://aegislogistics.com] | SELECTED: "https://aegislogistics.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:23:31.866Z] COMPANY: "Bharat Electronics Ltd" | QUERIES: ["Bharat Electronics Ltd" official website] | CANDIDATES: [https://beil.co.in] | SELECTED: "https://beil.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:23:32.549Z] COMPANY: "Bhansali Engineering Polymers Ltd" | QUERIES: ["Bhansali Engineering Polymers Ltd" official website] | CANDIDATES: [https://bhansaliabs.com] | SELECTED: "https://bhansaliabs.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:23:50.741Z] COMPANY: "Birla Cable Ltd" | QUERIES: ["Birla Cable Ltd" official website] | CANDIDATES: [https://birlacable.com] | SELECTED: "https://birlacable.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:24:03.748Z] COMPANY: "Blue Star Ltd" | QUERIES: ["Blue Star Ltd" official website] | CANDIDATES: [https://bluestarindia.com] | SELECTED: "https://bluestarindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:24:18.675Z] COMPANY: "Disa India Ltd" | QUERIES: ["Disa India Ltd" official website] | CANDIDATES: [https://disa-india.com] | SELECTED: "https://disa-india.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:24:20.001Z] COMPANY: "BPL Ltd" | QUERIES: ["BPL Ltd" official website] | CANDIDATES: [https://bpl.org] | SELECTED: "https://bpl.org" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:24:30.962Z] COMPANY: "Oriental Aromatics Ltd" | QUERIES: ["Oriental Aromatics Ltd" official website] | CANDIDATES: [https://orientalaromatics.com] | SELECTED: "https://orientalaromatics.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:24:42.691Z] COMPANY: "Century Extrusions Ltd" | QUERIES: ["Century Extrusions Ltd" official website] | CANDIDATES: [https://centuryextrusions.com] | SELECTED: "https://centuryextrusions.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:24:58.370Z] COMPANY: "CESC Ltd" | QUERIES: ["CESC Ltd" official website] | CANDIDATES: [https://cesc.co.in] | SELECTED: "https://cesc.co.in" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:25:04.969Z] COMPANY: "Chambal Fertilisers & Chemicals Ltd" | QUERIES: ["Chambal Fertilisers & Chemicals Ltd" official website] | CANDIDATES: [https://chambalfertilisers.com] | SELECTED: "https://chambalfertilisers.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:25:20.511Z] COMPANY: "Exide Industries Ltd" | QUERIES: ["Exide Industries Ltd" official website] | CANDIDATES: [https://exideindustries.com] | SELECTED: "https://exideindustries.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:25:26.264Z] COMPANY: "Cipla Ltd" | QUERIES: ["Cipla Ltd" official website] | CANDIDATES: [https://cipla.com] | SELECTED: "https://cipla.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:25:45.230Z] COMPANY: "DIC India Ltd" | QUERIES: ["DIC India Ltd" official website] | CANDIDATES: [https://dicindialtd.co] | SELECTED: "https://dicindialtd.co" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:25:47.772Z] COMPANY: "Crisil Ltd" | QUERIES: ["Crisil Ltd" official website] | CANDIDATES: [https://crisil.com] | SELECTED: "https://crisil.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:26:03.074Z] COMPANY: "CG Power and Industrial Solutions Ltd" | QUERIES: ["CG Power and Industrial Solutions Ltd" official website] | CANDIDATES: [https://cgglobal.com] | SELECTED: "https://cgglobal.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:26:21.020Z] COMPANY: "Dabur India Ltd" | QUERIES: ["Dabur India Ltd" official website] | CANDIDATES: [https://dabur.com] | SELECTED: "https://dabur.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:26:25.133Z] COMPANY: "Arvind Ltd" | QUERIES: ["Arvind Ltd" official website] | CANDIDATES: [https://arvind.com] | SELECTED: "https://arvind.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:26:37.412Z] COMPANY: "Bharat Heavy Electricals Ltd" | QUERIES: ["Bharat Heavy Electricals Ltd" official website] | CANDIDATES: [https://bhel.com] | SELECTED: "https://bhel.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:27:07.438Z] COMPANY: "Hindustan Petroleum Corporation Ltd" | QUERIES: ["Hindustan Petroleum Corporation Ltd" official website] | CANDIDATES: [https://hindustanpetroleum.com] | SELECTED: "https://hindustanpetroleum.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:27:07.910Z] COMPANY: "IFCI Ltd" | QUERIES: ["IFCI Ltd" official website] | CANDIDATES: [https://ifciltd.com] | SELECTED: "https://ifciltd.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:27:12.322Z] COMPANY: "Mangalore Refinery and Petrochemicals Ltd" | QUERIES: ["Mangalore Refinery and Petrochemicals Ltd" official website] | CANDIDATES: [https://mrpl.co.in] | SELECTED: "https://mrpl.co.in" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:27:17.440Z] COMPANY: "State Bank of India" | QUERIES: ["State Bank of India" official website] | CANDIDATES: [https://onlinesbi.sbi] | SELECTED: "https://onlinesbi.sbi" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:27:28.588Z] COMPANY: "Steel Authority of India Ltd" | QUERIES: ["Steel Authority of India Ltd" official website] | CANDIDATES: [https://sail.co.in] | SELECTED: "https://sail.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:27:52.220Z] COMPANY: "Titan Company Ltd" | QUERIES: ["Titan Company Ltd" official website] | CANDIDATES: [https://titancompany.in] | SELECTED: "https://titancompany.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:27:53.237Z] COMPANY: "IDBI Bank Ltd" | QUERIES: ["IDBI Bank Ltd" official website] | CANDIDATES: [https://idbibank.in] | SELECTED: "https://idbibank.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:27:55.203Z] COMPANY: "DCW Ltd" | QUERIES: ["DCW Ltd" official website] | CANDIDATES: [https://dcwltd.com] | SELECTED: "https://dcwltd.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:27:58.160Z] COMPANY: "Dhampur Sugar Mills Ltd" | QUERIES: ["Dhampur Sugar Mills Ltd" official website] | CANDIDATES: [https://dhampursugar.com] | SELECTED: "https://dhampursugar.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:28:12.960Z] COMPANY: "Dr Reddys Laboratories Ltd" | QUERIES: ["Dr Reddys Laboratories Ltd" official website] | CANDIDATES: [https://drreddys.com] | SELECTED: "https://drreddys.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:28:31.658Z] COMPANY: "EID Parry India Ltd" | QUERIES: ["EID Parry India Ltd" official website] | CANDIDATES: [https://eidparry.com] | SELECTED: "https://eidparry.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:28:55.724Z] COMPANY: "Procter & Gamble Health Ltd" | QUERIES: ["Procter & Gamble Health Ltd" official website] | CANDIDATES: [https://pg.com] | SELECTED: "https://pg.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:29:19.430Z] COMPANY: "EPL Ltd" | QUERIES: ["EPL Ltd" official website] | CANDIDATES: [https://eplglobal.com] | SELECTED: "https://eplglobal.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:29:38.194Z] COMPANY: "Ester Industries Ltd" | QUERIES: ["Ester Industries Ltd" official website] | CANDIDATES: [https://ester.co] | SELECTED: "https://ester.co" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:31:55.728Z] COMPANY: "FGP Ltd" | QUERIES: ["FGP Ltd" official website] | CANDIDATES: [https://fgpltd.co.uk] | SELECTED: "https://fgpltd.co.uk" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:32:02.445Z] COMPANY: "PH Capital Ltd" | QUERIES: ["PH Capital Ltd" official website] | CANDIDATES: [https://phoenix.edu] | SELECTED: "https://phoenix.edu" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:32:03.989Z] COMPANY: "John Cockerill India Ltd" | QUERIES: ["John Cockerill India Ltd" official website] | CANDIDATES: [https://johncockerillindia.com] | SELECTED: "https://johncockerillindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:32:22.914Z] COMPANY: "Uflex Ltd" | QUERIES: ["Uflex Ltd" official website] | CANDIDATES: [https://uflexltd.com] | SELECTED: "https://uflexltd.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:32:43.161Z] COMPANY: "Foseco India Ltd" | QUERIES: ["Foseco India Ltd" official website] | CANDIDATES: [https://fosecoindia.com] | SELECTED: "https://fosecoindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:32:54.207Z] COMPANY: "Golden Tobacco Ltd" | QUERIES: ["Golden Tobacco Ltd" official website] | CANDIDATES: [https://goldentobacco.in] | SELECTED: "https://goldentobacco.in" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:33:05.888Z] COMPANY: "Ganesh Benzoplast Ltd" | QUERIES: ["Ganesh Benzoplast Ltd" official website] | CANDIDATES: [https://ganeshbenzoplast.com] | SELECTED: "https://ganeshbenzoplast.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:33:25.368Z] COMPANY: "Metroglobal Ltd" | QUERIES: ["Metroglobal Ltd" official website] | CANDIDATES: [https://metrogloballimited.com] | SELECTED: "https://metrogloballimited.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:33:43.729Z] COMPANY: "GTL Ltd" | QUERIES: ["GTL Ltd" official website] | CANDIDATES: [https://gtlaw.com] | SELECTED: "https://gtlaw.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:33:46.154Z] COMPANY: "Godrej Industries Ltd" | QUERIES: ["Godrej Industries Ltd" official website] | CANDIDATES: [https://godrej.com] | SELECTED: "https://godrej.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:33:47.292Z] COMPANY: "Kansai Nerolac Paints Ltd" | QUERIES: ["Kansai Nerolac Paints Ltd" official website] | CANDIDATES: [https://nerolacbd.com] | SELECTED: "https://nerolacbd.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:34:29.688Z] COMPANY: "Goodricke Group Ltd" | QUERIES: ["Goodricke Group Ltd" official website] | CANDIDATES: [https://goodricketea.com] | SELECTED: "https://goodricketea.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:34:36.559Z] COMPANY: "GTN Industries Ltd" | QUERIES: ["GTN Industries Ltd" official website] | CANDIDATES: [https://gtnf.org] | SELECTED: "https://gtnf.org" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:34:54.643Z] COMPANY: "GHCL Ltd" | QUERIES: ["GHCL Ltd" official website] | CANDIDATES: [https://ghc.sa] | SELECTED: "https://ghc.sa" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:35:02.555Z] COMPANY: "GFL Ltd" | QUERIES: ["GFL Ltd" official website] | CANDIDATES: [https://gflenv.com] | SELECTED: "https://gflenv.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:35:04.432Z] COMPANY: "HCL Infosystems Ltd" | QUERIES: ["HCL Infosystems Ltd" official website] | CANDIDATES: [https://hclinfosystems.in] | SELECTED: "https://hclinfosystems.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:35:32.896Z] COMPANY: "HDFC Bank Ltd" | QUERIES: ["HDFC Bank Ltd" official website] | CANDIDATES: [https://hdfcbank.com] | SELECTED: "https://hdfcbank.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:36:07.886Z] COMPANY: "Hero MotoCorp Ltd" | QUERIES: ["Hero MotoCorp Ltd" official website] | CANDIDATES: [https://heromotocorp.com] | SELECTED: "https://heromotocorp.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:36:40.814Z] COMPANY: "HFCL Ltd" | QUERIES: ["HFCL Ltd" official website] | CANDIDATES: [https://hfcl.com] | SELECTED: "https://hfcl.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:37:07.676Z] COMPANY: "Himadri Speciality Chemical Ltd" | QUERIES: ["Himadri Speciality Chemical Ltd" official website] | CANDIDATES: [https://himadri.com] | SELECTED: "https://himadri.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:37:37.682Z] COMPANY: "Hindustan Construction Company Ltd" | QUERIES: ["Hindustan Construction Company Ltd" official website] | CANDIDATES: [https://hccindia.com] | SELECTED: "https://hccindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:37:44.999Z] COMPANY: "Agi Greenpac Ltd" | QUERIES: ["Agi Greenpac Ltd" official website] | CANDIDATES: [https://agigreenpac.com] | SELECTED: "https://agigreenpac.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:37:59.996Z] COMPANY: "Hindustan Zinc Ltd" | QUERIES: ["Hindustan Zinc Ltd" official website] | CANDIDATES: [https://hzlindia.com] | SELECTED: "https://hzlindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:38:13.637Z] COMPANY: "HMT Ltd" | QUERIES: ["HMT Ltd" official website] | CANDIDATES: [https://hmtvlive.com] | SELECTED: "https://hmtvlive.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:38:16.298Z] COMPANY: "Prag Bosimi Synthetics Ltd" | QUERIES: ["Prag Bosimi Synthetics Ltd" official website] | CANDIDATES: [https://pragbosimi.com] | SELECTED: "https://pragbosimi.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:38:27.198Z] COMPANY: "HLV Ltd" | QUERIES: ["HLV Ltd" official website] | CANDIDATES: [https://hlv.de] | SELECTED: "https://hlv.de" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:38:46.891Z] COMPANY: "IG Petrochemicals Ltd" | QUERIES: ["IG Petrochemicals Ltd" official website] | CANDIDATES: [https://igpetro.com] | SELECTED: "https://igpetro.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:39:02.119Z] COMPANY: "India Glycols Ltd" | QUERIES: ["India Glycols Ltd" official website] | CANDIDATES: [https://indiaglycols.com] | SELECTED: "https://indiaglycols.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:39:22.505Z] COMPANY: "Margo Finance Ltd" | QUERIES: ["Margo Finance Ltd" official website] | CANDIDATES: [https://margotelena.com] | SELECTED: "https://margotelena.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:39:55.613Z] COMPANY: "Infosys Ltd" | QUERIES: ["Infosys Ltd" official website] | CANDIDATES: [https://infosys.com] | SELECTED: "https://infosys.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:39:56.147Z] COMPANY: "Ingersoll-Rand (India) Ltd" | QUERIES: ["Ingersoll-Rand (India) Ltd" official website] | CANDIDATES: [https://ingersollrand.com] | SELECTED: "https://ingersollrand.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:39:56.762Z] COMPANY: "International Travel House Ltd" | QUERIES: ["International Travel House Ltd" official website] | CANDIDATES: [https://internationaltravelhouse.in] | SELECTED: "https://internationaltravelhouse.in" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:42:14.464Z] COMPANY: "Ion Exchange India Ltd" | QUERIES: ["Ion Exchange India Ltd" official website] | CANDIDATES: [https://ionexchangeglobal.com] | SELECTED: "https://ionexchangeglobal.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:44:30.466Z] COMPANY: "Jain Irrigation Systems Ltd" | QUERIES: ["Jain Irrigation Systems Ltd" official website] | CANDIDATES: [https://jains.com] | SELECTED: "https://jains.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:44:38.407Z] COMPANY: "Jasch Industries Ltd" | QUERIES: ["Jasch Industries Ltd" official website] | CANDIDATES: [https://9jaschoolnews.com.ng] | SELECTED: "https://9jaschoolnews.com.ng" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:44:46.074Z] COMPANY: "Jindal Poly Films Ltd" | QUERIES: ["Jindal Poly Films Ltd" official website] | CANDIDATES: [https://jindalpoly.com] | SELECTED: "https://jindalpoly.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:45:06.469Z] COMPANY: "JSW Steel Ltd" | QUERIES: ["JSW Steel Ltd" official website] | CANDIDATES: [https://jswsteel.in] | SELECTED: "https://jswsteel.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:45:22.337Z] COMPANY: "Kajaria Ceramics Ltd" | QUERIES: ["Kajaria Ceramics Ltd" official website] | CANDIDATES: [https://kajariaceramics.com] | SELECTED: "https://kajariaceramics.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:45:25.179Z] COMPANY: "Kakatiya Cement Sugar & Industries Ltd" | QUERIES: ["Kakatiya Cement Sugar & Industries Ltd" official website] | CANDIDATES: [https://kakatiyacements.com] | SELECTED: "https://kakatiyacements.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:45:33.868Z] COMPANY: "Kanel Industries Ltd" | QUERIES: ["Kanel Industries Ltd" official website] | CANDIDATES: [https://kaneland.org] | SELECTED: "https://kaneland.org" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:45:37.870Z] COMPANY: "KG Denim Ltd" | QUERIES: ["KG Denim Ltd" official website] | CANDIDATES: [https://kgdenim.com] | SELECTED: "https://kgdenim.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:45:43.879Z] COMPANY: "Kinetic Engineering Ltd" | QUERIES: ["Kinetic Engineering Ltd" official website] | CANDIDATES: [https://kineticengineering.com] | SELECTED: "https://kineticengineering.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:45:55.814Z] COMPANY: "Kirloskar Brothers Ltd" | QUERIES: ["Kirloskar Brothers Ltd" official website] | CANDIDATES: [https://kirloskarpumps.com] | SELECTED: "https://kirloskarpumps.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:46:03.435Z] COMPANY: "Kirloskar Industries Ltd" | QUERIES: ["Kirloskar Industries Ltd" official website] | CANDIDATES: [https://kirloskarpumps.com] | SELECTED: "https://kirloskarpumps.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:46:12.248Z] COMPANY: "Kirloskar Ferrous Industries Ltd" | QUERIES: ["Kirloskar Ferrous Industries Ltd" official website] | CANDIDATES: [https://kirloskarferrous.com] | SELECTED: "https://kirloskarferrous.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:46:34.573Z] COMPANY: "Kotak Mahindra Bank Ltd" | QUERIES: ["Kotak Mahindra Bank Ltd" official website] | CANDIDATES: [https://kotak.com] | SELECTED: "https://kotak.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:46:39.085Z] COMPANY: "KSB Ltd" | QUERIES: ["KSB Ltd" official website] | CANDIDATES: [https://ksbw.com] | SELECTED: "https://ksbw.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:47:00.311Z] COMPANY: "LMW Ltd" | QUERIES: ["LMW Ltd" official website] | CANDIDATES: [https://lebensmittelwarnung.de] | SELECTED: "https://lebensmittelwarnung.de" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:47:20.557Z] COMPANY: "LIC Housing Finance Ltd" | QUERIES: ["LIC Housing Finance Ltd" official website] | CANDIDATES: [https://lichousing.com] | SELECTED: "https://lichousing.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:47:33.535Z] COMPANY: "Lupin Ltd" | QUERIES: ["Lupin Ltd" official website] | CANDIDATES: [https://lupinepet.com] | SELECTED: "https://lupinepet.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:47:57.884Z] COMPANY: "Lyka Labs Ltd" | QUERIES: ["Lyka Labs Ltd" official website] | CANDIDATES: [https://lykalabs.com] | SELECTED: "https://lykalabs.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:48:12.789Z] COMPANY: "The Ramco Cements Ltd" | QUERIES: ["The Ramco Cements Ltd" official website] | CANDIDATES: [https://ramcocements.in] | SELECTED: "https://ramcocements.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:48:14.024Z] COMPANY: "Hybrid Financial Services Ltd" | QUERIES: ["Hybrid Financial Services Ltd" official website] | CANDIDATES: [https://hybridfinance.co.in] | SELECTED: "https://hybridfinance.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:48:21.697Z] COMPANY: "Mafatlal Industries Ltd" | QUERIES: ["Mafatlal Industries Ltd" official website] | CANDIDATES: [https://mafatlals.com] | SELECTED: "https://mafatlals.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
